E + GRAIN0 -> GRAIN-
OH+ + HCO -> H2CO+ + O
OH+ + HNC -> HCNH+ + O
OH+ + NH2 -> NH2+ + OH
OH+ + NH2 -> NH3+ + O
OH+ + H2CO -> H2CO+ + OH
OH+ + H2CO -> H3CO+ + O
OH+ + NH3 -> NH3+ + OH
OH+ + NH3 -> NH4+ + O
OH+ + CH4 -> H3O+ + CH2
OH+ + CH4 -> CH5+ + O
PH+ + O -> PO+ + H
PH+ + O2 -> PO+ + OH
PH+ + H2O -> HPO+ + H2
PH+ + H2O -> H2PO+ + H
PH+ + H2O -> H3O+ + P
PH+ + HCN -> HCNH+ + P
PH+ + C2H2 -> PC2H2+ + H
PH+ + NH3 -> PNH2+ + H2
PH+ + NH3 -> NH4+ + P
PH+ + NH3 -> PNH3+ + H
PH+ + CH4 -> PCH3+ + H2
PH+ + CH4 -> PCH4+ + H
PH+ + C2H4 -> PCH2+ + CH3
PH+ + C2H4 -> PC2H3+ + H2
S2+ + NO -> NO+ + S2
S2+ + C2H5OH -> C2H5O+ + HS2
S2+ + C2H5OH -> H2S2+ + C2H4O
S2+ + CH3OCH3 -> C2H5O+ + HS2
SIC+ + N -> SI+ + CN
SIC+ + O -> SIO+ + C
SIC+ + H2 -> CHSI+ + H
SIH+ + C -> SIC+ + H
SIH+ + H -> SI+ + H2
SIH+ + N -> SIN+ + H
SIH+ + O -> SIO+ + H
SIH+ + NH3 -> NH4+ + SI
SIN+ + O -> SIO+ + N
SIO+ + C -> SI+ + CO
SIO+ + FE -> FE+ + SIO
SIO+ + MG -> MG+ + SIO
SIO+ + N -> SI+ + NO
SIO+ + N -> NO+ + SI
SIO+ + O -> SI+ + O2
SIO+ + S -> SI+ + SO
SIO+ + C2 -> SIC+ + CO
SIO+ + CH -> HCO+ + SI
SIO+ + CO -> SI+ + CO2
SIO+ + H2 -> HSIO+ + H
SIO+ + NO -> NO+ + SIO
SIO+ + CH2 -> SI+ + H2CO
SIO+ + HCO -> HCO+ + SIO
SIS+ + H -> SI+ + HS
SIS+ + H2 -> HSIS+ + H
SO+ + FE -> FE+ + SO
SO+ + MG -> MG+ + SO
SO+ + N -> NS+ + O
SO+ + NA -> NA+ + SO
SO+ + H2S -> S2+ + H2O
SO+ + NH3 -> NH3+ + SO
C2H+ + C -> C3+ + H
C2H+ + N -> CH+ + CN
C2H+ + N -> C2N+ + H
C2H+ + O -> HCO+ + C
C2H+ + S -> S+ + C2H
C2H+ + CH -> CH2+ + C2
C2H+ + CH -> C3H+ + H
C2H+ + CN -> C3N+ + H
C2H+ + H2 -> C2H2+ + H
C2H+ + NO -> NO+ + C2H
C2H+ + CH2 -> CH3+ + C2
C2H+ + CH2 -> C3H2+ + H
C2H+ + CH2 -> H2C3+ + H
C2H+ + CO2 -> C2HO+ + CO
C2H+ + H2O -> C2H2O+ + H
C2H+ + HCN -> C2H2+ + CN
C2H+ + HCN -> HCNH+ + C2
C2H+ + HCN -> C3HN+ + H
C2H+ + HCO -> C2H2+ + CO
C2H+ + HNC -> HCNH+ + C2
C2H+ + NH2 -> NH3+ + C2
C2H+ + NH2 -> C2H2N+ + H
C2H+ + C2H2 -> C4H2+ + H
C2H+ + H2CO -> H3CO+ + C2
C2H+ + NH3 -> C2H2N+ + H2
C2H+ + NH3 -> NH4+ + C2
C2H+ + CH4 -> C2H2+ + CH3
C2H+ + CH4 -> C3H3+ + H2
C2H+ + CH4 -> H3C3+ + H2
C2H+ + CH4 -> C3H4+ + H
C2N+ + H2 -> HCNH+ + C
C2N+ + CH4 -> C2H3+ + HCN
C2N+ + CH4 -> C3H2N+ + H2
C2N+ + CH4 -> HCNH+ + C2H2
C2N+ + NH3 -> HCNH+ + HCN
C2N+ + H2O -> HCO+ + HCN
C2N+ + H2O -> HCNH+ + CO
C2N+ + C2H2 -> C3H+ + HCN
C2N+ + C2H2 -> HCNH+ + C3
C2N+ + H2S -> HCS+ + HCN
C3+ + H2 -> C3H+ + H
C3+ + C2H2 -> C5H+ + H
CH2+ + C -> C2H+ + H
CH2+ + N -> HCN+ + H
CH2+ + O -> HCO+ + H
CH2+ + S -> HCS+ + H
CH2+ + C2 -> C3H+ + H
CH2+ + CH -> C2H2+ + H
CH2+ + H2 -> CH3+ + H
CH2+ + NH -> HCNH+ + H
CH2+ + NO -> NO+ + CH2
CH2+ + O2 -> HCO+ + OH
CH2+ + O2 -> HCO2+ + H
CH2+ + OH -> H2CO+ + H
CH2+ + C2H -> C3H2+ + H
CH2+ + C2H -> H2C3+ + H
CH2+ + CH2 -> C2H3+ + H
CH2+ + CO2 -> H2CO+ + CO
CH2+ + H2O -> H3CO+ + H
CH2+ + H2S -> HCS+ + H2 + H
CH2+ + H2S -> H3CS+ + H
CH2+ + HCN -> C2H2N+ + H
CH2+ + HCO -> CH3+ + CO
CH2+ + HCO -> C2H2O+ + H
CH2+ + NH2 -> HCNH+ + H2
CH2+ + OCS -> HCS+ + HCO
CH2+ + OCS -> H2CS+ + CO
CH2+ + H2CO -> HCO+ + CH3
CH2+ + H2CO -> C2H2O+ + H2
CH2+ + H2CO -> C2H3O+ + H
CH2+ + NH3 -> NH4+ + CH
CH2+ + NH3 -> CH4N+ + H
CH2+ + CH4 -> C2H4+ + H2
CH2+ + CH4 -> C2H5+ + H
CHSI+ + H2 -> CH2SI+ + H
CNC+ + NH3 -> HCNH+ + HCN
CNC+ + H2O -> HCO+ + HCN
CNC+ + C2H2 -> C3H+ + HCN
CNC+ + C2H2 -> HCNH+ + C3
CO2+ + H -> H+ + CO2
CO2+ + H -> HCO+ + O
CO2+ + O -> O+ + CO2
CO2+ + O -> O2+ + CO
CO2+ + H2 -> HCO2+ + H
CO2+ + NO -> NO+ + CO2
CO2+ + O2 -> O2+ + CO2
CO2+ + H2O -> H2O+ + CO2
CO2+ + H2O -> HCO2+ + OH
CO2+ + H2S -> H2S+ + CO2
CO2+ + NH3 -> NH3+ + CO2
CO2+ + CH4 -> HCO2+ + CH3
CO2+ + CH4 -> CH4+ + CO2
H2CL+ + CO -> HCO+ + HCL
H2CL+ + H2O -> H3O+ + HCL
H2O+ + C -> CH+ + OH
H2O+ + FE -> FE+ + H2O
H2O+ + MG -> MG+ + H2O
H2O+ + N -> HNO+ + H
H2O+ + NA -> NA+ + H2O
H2O+ + O -> O2+ + H2
H2O+ + S -> S+ + H2O
H2O+ + S -> HS+ + OH
H2O+ + S -> HSO+ + H
H2O+ + SI -> SI+ + H2O
H2O+ + C2 -> C2+ + H2O
H2O+ + C2 -> C2H+ + OH
H2O+ + CH -> CH+ + H2O
H2O+ + CH -> CH2+ + OH
H2O+ + CO -> HCO+ + OH
H2O+ + H2 -> H3O+ + H
H2O+ + NH -> H3O+ + N
H2O+ + NO -> NO+ + H2O
H2O+ + O2 -> O2+ + H2O
H2O+ + OH -> H3O+ + O
H2O+ + C2H -> C2H+ + H2O
H2O+ + C2H -> C2H2+ + OH
H2O+ + CH2 -> CH2+ + H2O
H2O+ + CH2 -> CH3+ + OH
H2O+ + H2O -> H3O+ + OH
H2O+ + H2S -> H2S+ + H2O
H2O+ + H2S -> H3O+ + HS
H2O+ + H2S -> H3S+ + OH
H2O+ + HCN -> HCNH+ + OH
H2O+ + HCO -> HCO+ + H2O
H2O+ + HCO -> H2CO+ + OH
H2O+ + HCO -> H3O+ + CO
H2O+ + HNC -> HCNH+ + OH
H2O+ + NH2 -> NH2+ + H2O
H2O+ + NH2 -> NH3+ + OH
H2O+ + H2CO -> H2CO+ + H2O
H2O+ + H2CO -> H3CO+ + OH
H2O+ + NH3 -> NH3+ + H2O
H2O+ + NH3 -> NH4+ + OH
H2O+ + CH4 -> H3O+ + CH3
H2S+ + C -> HCS+ + H
H2S+ + FE -> FE+ + H2S
H2S+ + H -> HS+ + H2
H2S+ + MG -> MG+ + H2S
H2S+ + N -> NS+ + H2
H2S+ + NA -> NA+ + H2S
H2S+ + O -> HS+ + OH
H2S+ + O -> SO+ + H2
H2S+ + S -> S+ + H2S
H2S+ + SI -> SI+ + H2S
H2S+ + NO -> NO+ + H2S
H2S+ + H2O -> H3O+ + HS
H2S+ + H2S -> H3S+ + HS
H2S+ + HCO -> HCO+ + H2S
H2S+ + NH3 -> NH3+ + H2S
H2S+ + NH3 -> NH4+ + HS
H3+ + C -> CH+ + H2
H3+ + CL -> HCL+ + H2
H3+ + FE -> FE+ + H + H2
H3+ + MG -> MG+ + H + H2
H3+ + N -> NH2+ + H
H3+ + F -> H2F+ + H
H3+ + NA -> NA+ + H + H2
H3+ + O -> OH+ + H2
H3+ + P -> PH+ + H2
H3+ + S -> HS+ + H2
H3+ + SI -> SIH+ + H2
H3+ + C2 -> C2H+ + H2
H3+ + CH -> CH2+ + H2
H3+ + CN -> HCN+ + H2
H3+ + CO -> HCO+ + H2
H3+ + CO -> HOC+ + H2
H3+ + CP -> HCP+ + H2
H3+ + CS -> HCS+ + H2
H3+ + HCL -> H2CL+ + H2
H3+ + HF -> H2F+ + H2
H3+ + HS -> H2S+ + H2
H3+ + MGH -> MG+ + H2 + H2
H3+ + N2 -> N2H+ + H2
H3+ + NAH -> NA+ + H2 + H2
H3+ + NH -> NH2+ + H2
H3+ + NO -> HNO+ + H2
H3+ + NS -> HNS+ + H2
H3+ + O2 -> O2H+ + H2
H3+ + OH -> H2O+ + H2
H3+ + PH -> PH2+ + H2
H3+ + PN -> HPN+ + H2
H3+ + PO -> HPO+ + H2
H3+ + S2 -> S2H+ + H2
H3+ + SIC -> CHSI+ + H2
H3+ + SIH -> SIH2+ + H2
H3+ + SIN -> HNSI+ + H2
H3+ + SIO -> HSIO+ + H2
H3+ + SIS -> HSIS+ + H2
H3+ + SO -> HSO+ + H2
H3+ + C2H -> C2H2+ + H2
H3+ + C2N -> C2NH+ + H2
H3+ + C2S -> HC2S+ + H2
H3+ + C3 -> C3H+ + H2
H3+ + CCO -> C2HO+ + H2
H3+ + CCP -> PC2H+ + H2
H3+ + CH2 -> CH3+ + H2
H3+ + CO2 -> HCO2+ + H2
H3+ + H2O -> H3O+ + H2
H3+ + H2S -> H3S+ + H2
H3+ + HCN -> HCNH+ + H2
H3+ + HCO -> H2CO+ + H2
H3+ + HCP -> PCH2+ + H2
H3+ + HCS -> H2CS+ + H2
H3+ + HCSI -> CH2SI+ + H2
H3+ + HNC -> HCNH+ + H2
H3+ + HNO -> H2NO+ + H2
H3+ + HNSI -> SINH2+ + H2
H3+ + HPO -> H2PO+ + H2
H3+ + HS2 -> H2S2+ + H2
H3+ + NAOH -> NAH2O+ + H2
H3+ + NH2 -> NH3+ + H2
H3+ + NO2 -> NO+ + H2 + OH
H3+ + OCS -> HOCS+ + H2
H3+ + PH2 -> PH3+ + H2
H3+ + SIC2 -> SIC2H+ + H2
H3+ + SIH2 -> SIH3+ + H2
H3+ + SINC -> SINCH+ + H2
H3+ + SIO2 -> HSIO2+ + H2
H3+ + SO2 -> HSO2+ + H2
H3+ + C2H2 -> C2H3+ + H2
H3+ + C3H -> C3H2+ + H2
H3+ + HC3 -> H2C3+ + H2
H3+ + C3N -> C3HN+ + H2
H3+ + C3O -> HC3O+ + H2
H3+ + C3P -> PC3H+ + H2
H3+ + C3S -> HC3S+ + H2
H3+ + C4 -> C4H+ + H2
H3+ + CH3 -> CH4+ + H2
H3+ + H2CO -> H3CO+ + H2
H3+ + H2CS -> H3CS+ + H2
H3+ + H2S2 -> H3S2+ + H2
H3+ + H2SIO -> H3SIO+ + H2
H3+ + HCCP -> PC2H2+ + H2
H3+ + NH3 -> NH4+ + H2
H3+ + SIC2H -> SIC2H2+ + H2
H3+ + SIC3 -> SIC3H+ + H2
H3+ + SICH2 -> SICH3+ + H2
H3+ + SIH3 -> SIH4+ + H2
H3+ + C2H2N -> C2H3N+ + H2
H3+ + C2H2O -> C2H3O+ + H2
H3+ + C2H3 -> C2H4+ + H2
H3+ + C3H2 -> C3H3+ + H2
H3+ + H2C3 -> H3C3+ + H2
H3+ + C4H -> C4H2+ + H2
H3+ + C4P -> PC4H+ + H2
H3+ + C4S -> HC4S+ + H2
H3+ + C5 -> C5H+ + H2
H3+ + CH2O2 -> HCO+ + H2O + H2
H3+ + CH2O2 -> H3O+ + CO + H2
H3+ + CH2PH -> PCH4+ + H2
H3+ + CH3N -> CH4N+ + H2
H3+ + CH4 -> CH5+ + H2
H3+ + HCNC2 -> HC2NCH+ + H2
H3+ + HC2NC -> HC2NCH+ + H2
H3+ + HC3N -> C3H2N+ + H2
H3+ + HNC3 -> C3H2N+ + H2
H3+ + NH2CN -> NH2CNH+ + H2
H3+ + SIC2H2 -> SIC2H3+ + H2
H3+ + SIC3H -> SIC3H2+ + H2
H3+ + SIC4 -> SIC4H+ + H2
H3+ + SICH3 -> SICH4+ + H2
H3+ + SIH4 -> SIH5+ + H2
H3+ + C2H3N -> C2H4N+ + H2
H3+ + C2H4 -> C2H3+ + H2 + H2
H3+ + C2H4 -> C2H5+ + H2
H3+ + C3H3 -> C3H4+ + H2
H3+ + C4H2 -> C4H3+ + H2
H3+ + C5H -> C5H2+ + H2
H3+ + C5N -> C5HN+ + H2
H3+ + C6 -> C6H+ + H2
H3+ + CH3OH -> CH3+ + H2O + H2
H3+ + CH3OH -> H3CO+ + H2 + H2
H3+ + CH3OH -> CH5O+ + H2
H3+ + NH2CHO -> NH2CH2O+ + H2
H3+ + C2H4O -> C2H5O+ + H2
H3+ + C2H5 -> C2H6+ + H2
H3+ + C3H3N -> C3H4N+ + H2
H3+ + C3H4 -> C3H3+ + H2 + H2
H3+ + C3H4 -> H3C3+ + H2 + H2
H3+ + C3H4 -> C3H5+ + H2
H3+ + C4H3 -> C4H4+ + H2
H3+ + C5H2 -> C5H3+ + H2
H3+ + C6H -> C6H2+ + H2
H3+ + C7 -> C7H+ + H2
H3+ + CH5N -> CH6N+ + H2
H3+ + HC5N -> C5H2N+ + H2
H3+ + C6H2 -> C6H3+ + H2
H3+ + C7H -> C7H2+ + H2
H3+ + C7N -> C7HN+ + H2
H3+ + C8 -> C8H+ + H2
H3+ + CH3C3N -> C4H4N+ + H2
H3+ + HCOOCH3 -> H5C2O2+ + H2
H3+ + C2H5OH -> H3O+ + C2H4 + H2
H3+ + C2H5OH -> C2H5+ + H2O + H2
H3+ + C2H5OH -> C2H5OH2+ + H2
H3+ + C7H2 -> C7H3+ + H2
H3+ + C8H -> C8H2+ + H2
H3+ + C9 -> C9H+ + H2
H3+ + CH3C4H -> C5H5+ + H2
H3+ + CH3OCH3 -> CH3OCH4+ + H2
H3+ + HC7N -> C7H2N+ + H2
H3+ + C2H6CO -> C3H6OH+ + H2
H3+ + C8H2 -> C8H3+ + H2
H3+ + C9H -> C9H2+ + H2
H3+ + C9N -> C9HN+ + H2
H3+ + CH3C5N -> C6H4N+ + H2
H3+ + C9H2 -> C9H3+ + H2
H3+ + CH3C6H -> C7H5+ + H2
H3+ + CH3C7N -> C8H4N+ + H2
H3+ + HC9N -> C9H2N+ + H2
H3+ + C6H6 -> C6H7+ + H2
HCN+ + C -> CH+ + CN
HCN+ + H -> H+ + HCN
HCN+ + O -> O+ + HCN
HCN+ + S -> S+ + HCN
HCN+ + S -> HS+ + CN
HCN+ + C2 -> C2H+ + CN
HCN+ + CH -> CH2+ + CN
HCN+ + CO -> HCO+ + CN
HCN+ + H2 -> HCNH+ + H
HCN+ + NH -> NH2+ + CN
HCN+ + NO -> NO+ + HCN
HCN+ + O2 -> O2+ + HCN
HCN+ + OH -> H2O+ + CN
HCN+ + C2H -> C2H2+ + CN
HCN+ + CH2 -> CH3+ + CN
HCN+ + CO2 -> HCO2+ + CN
HCN+ + H2O -> H2O+ + HCN
HCN+ + H2O -> H3O+ + CN
HCN+ + HCN -> HCNH+ + CN
HCN+ + HCO -> HCNH+ + CO
HCN+ + HCO -> H2CO+ + CN
HCN+ + HNC -> HCNH+ + CN
HCN+ + NH2 -> NH3+ + CN
HCN+ + H2CO -> H3CO+ + CN
HCN+ + NH3 -> HCNH+ + NH2
HCN+ + NH3 -> NH3+ + HCN
HCN+ + CH4 -> HCNH+ + CH3
HCN+ + CH4 -> C2H3+ + NH2
HCO+ + C -> CH+ + CO
HCO+ + FE -> FE+ + HCO
HCO+ + MG -> MG+ + HCO
HCO+ + NA -> NA+ + HCO
HCO+ + P -> PH+ + CO
HCO+ + S -> HS+ + CO
HCO+ + SI -> SIH+ + CO
HCO+ + C2 -> C2H+ + CO
HCO+ + CH -> CH2+ + CO
HCO+ + CP -> HCP+ + CO
HCO+ + CS -> HCS+ + CO
HCO+ + HS -> H2S+ + CO
HCO+ + MGH -> MG+ + CO + H2
HCO+ + NAH -> NA+ + CO + H2
HCO+ + NH -> NH2+ + CO
HCO+ + NS -> HNS+ + CO
HCO+ + OH -> H2O+ + CO
HCO+ + OH -> HCO2+ + H
HCO+ + PH -> PH2+ + CO
HCO+ + PN -> HPN+ + CO
HCO+ + PO -> HPO+ + CO
HCO+ + S2 -> S2H+ + CO
HCO+ + SIC -> CHSI+ + CO
HCO+ + SIH -> SIH2+ + CO
HCO+ + SIO -> HSIO+ + CO
HCO+ + SIS -> HSIS+ + CO
HCO+ + SO -> HSO+ + CO
HCO+ + C2H -> C2H2+ + CO
HCO+ + C2S -> HC2S+ + CO
HCO+ + C3 -> C3H+ + CO
HCO+ + CCO -> C2HO+ + CO
HCO+ + CCP -> PC2H+ + CO
HCO+ + CH2 -> CH3+ + CO
HCO+ + H2O -> H3O+ + CO
HCO+ + H2S -> H3S+ + CO
HCO+ + HCN -> HCNH+ + CO
HCO+ + HCO -> H2CO+ + CO
HCO+ + HCP -> PCH2+ + CO
HCO+ + HCSI -> CH2SI+ + CO
HCO+ + HNC -> HCNH+ + CO
HCO+ + HNO -> H2NO+ + CO
HCO+ + HNSI -> SINH2+ + CO
HCO+ + HPO -> H2PO+ + CO
HCO+ + HS2 -> H2S2+ + CO
HCO+ + NAOH -> NAH2O+ + CO
HCO+ + NH2 -> NH3+ + CO
HCO+ + OCS -> HOCS+ + CO
HCO+ + PH2 -> PH3+ + CO
HCO+ + SIC2 -> SIC2H+ + CO
HCO+ + SIH2 -> SIH3+ + CO
HCO+ + SINC -> SINCH+ + CO
HCO+ + SIO2 -> HSIO2+ + CO
HCO+ + C2H2 -> C2H3+ + CO
HCO+ + C3H -> C3H2+ + CO
HCO+ + HC3 -> H2C3+ + CO
HCO+ + C3N -> C3HN+ + CO
HCO+ + C3O -> HC3O+ + CO
HCO+ + C3P -> PC3H+ + CO
HCO+ + C3S -> HC3S+ + CO
HCO+ + C4 -> C4H+ + CO
HCO+ + H2CO -> H3CO+ + CO
HCO+ + H2CS -> H3CS+ + CO
HCO+ + H2S2 -> H3S2+ + CO
HCO+ + H2SIO -> H3SIO+ + CO
HCO+ + HCCP -> PC2H2+ + CO
HCO+ + NH3 -> NH4+ + CO
HCO+ + SIC2H -> SIC2H2+ + CO
HCO+ + SIC3 -> SIC3H+ + CO
HCO+ + SICH2 -> SICH3+ + CO
HCO+ + C2H2O -> C2H3O+ + CO
HCO+ + C2H3 -> C2H4+ + CO
HCO+ + C3H2 -> C3H3+ + CO
HCO+ + H2C3 -> H3C3+ + CO
HCO+ + C4H -> C4H2+ + CO
HCO+ + C4P -> PC4H+ + CO
HCO+ + C4S -> HC4S+ + CO
HCO+ + C5 -> C5H+ + CO
HCO+ + CH2O2 -> CH3O2+ + CO
HCO+ + CH2PH -> PCH4+ + CO
HCO+ + CH3N -> CH4N+ + CO
HCO+ + HCNC2 -> HC2NCH+ + CO
HCO+ + HC2NC -> HC2NCH+ + CO
HCO+ + HC3N -> C3H2N+ + CO
HCO+ + HNC3 -> C3H2N+ + CO
HCO+ + NH2CN -> NH2CNH+ + CO
HCO+ + SIC2H2 -> SIC2H3+ + CO
HCO+ + SIC3H -> SIC3H2+ + CO
HCO+ + SIC4 -> SIC4H+ + CO
HCO+ + SICH3 -> SICH4+ + CO
HCO+ + SIH4 -> SIH5+ + CO
HCO+ + C2H3N -> C2H4N+ + CO
HCO+ + C2H4 -> C2H5+ + CO
HCO+ + C3H3 -> C3H4+ + CO
HCO+ + C4H2 -> C4H3+ + CO
HCO+ + C5H -> C5H2+ + CO
HCO+ + C5N -> C5HN+ + CO
HCO+ + C6 -> C6H+ + CO
HCO+ + CH3OH -> CH5O+ + CO
HCO+ + NH2CHO -> NH2CH2O+ + CO
HCO+ + C2H4O -> C2H5O+ + CO
HCO+ + C2H5 -> C2H6+ + CO
HCO+ + C3H3N -> C3H4N+ + CO
HCO+ + C3H4 -> C3H5+ + CO
HCO+ + C4H3 -> C4H4+ + CO
HCO+ + C5H2 -> C5H3+ + CO
HCO+ + C6H -> C6H2+ + CO
HCO+ + C7 -> C7H+ + CO
HCO+ + CH5N -> CH6N+ + CO
HCO+ + HC5N -> C5H2N+ + CO
HCO+ + C6H2 -> C6H3+ + CO
HCO+ + C7H -> C7H2+ + CO
HCO+ + C7N -> C7HN+ + CO
HCO+ + C8 -> C8H+ + CO
HCO+ + CH3C3N -> C4H4N+ + CO
HCO+ + HCOOCH3 -> H5C2O2+ + CO
HCO+ + C2H5OH -> H3O+ + C2H4 + CO
HCO+ + C2H5OH -> C2H5OH2+ + CO
HCO+ + C7H2 -> C7H3+ + CO
HCO+ + C8H -> C8H2+ + CO
HCO+ + C9 -> C9H+ + CO
HCO+ + CH3C4H -> C5H5+ + CO
HCO+ + CH3OCH3 -> CH3OCH4+ + CO
HCO+ + HC7N -> C7H2N+ + CO
HCO+ + C2H6CO -> C3H6OH+ + CO
HCO+ + C8H2 -> C8H3+ + CO
HCO+ + C9H -> C9H2+ + CO
HCO+ + C9N -> C9HN+ + CO
HCO+ + CH3C5N -> C6H4N+ + CO
HCO+ + C9H2 -> C9H3+ + CO
HCO+ + CH3C6H -> C7H5+ + CO
HCO+ + CH3C7N -> C8H4N+ + CO
HCO+ + HC9N -> C9H2N+ + CO
HCO+ + C6H6 -> C6H7+ + CO
HCP+ + C -> CCP+ + H
HCP+ + O -> PH+ + CO
HCP+ + H2 -> PCH2+ + H
HCS+ + O -> HCO+ + S
HCS+ + O -> OCS+ + H
HCS+ + NH3 -> NH4+ + CS
HNC+ + C -> CH+ + CN
HNC+ + S -> S+ + HNC
HNC+ + S -> HS+ + CN
HNC+ + C2 -> C2H+ + CN
HNC+ + CH -> CH2+ + CN
HNC+ + H2 -> HCNH+ + H
HNC+ + NH -> NH2+ + CN
HNC+ + NO -> NO+ + HNC
HNC+ + O2 -> NO+ + HCO
HNC+ + OH -> H2O+ + CN
HNC+ + C2H -> C2H2+ + CN
HNC+ + CH2 -> CH3+ + CN
HNC+ + H2O -> H3O+ + CN
HNC+ + HCN -> HCNH+ + CN
HNC+ + HCO -> HCNH+ + CO
HNC+ + HCO -> H2CO+ + CN
HNC+ + NH2 -> NH3+ + CN
HNC+ + H2CO -> H3CO+ + CN
HNC+ + NH3 -> NH3+ + HNC
HNO+ + C -> CH+ + NO
HNO+ + O -> NO2+ + H
HNO+ + S -> HS+ + NO
HNO+ + C2 -> C2H+ + NO
HNO+ + CH -> CH2+ + NO
HNO+ + CO -> HCO+ + NO
HNO+ + NH -> NH2+ + NO
HNO+ + NO -> NO+ + HNO
HNO+ + OH -> H2O+ + NO
HNO+ + C2H -> C2H2+ + NO
HNO+ + CH2 -> CH3+ + NO
HNO+ + CO2 -> HCO2+ + NO
HNO+ + H2O -> H3O+ + NO
HNO+ + HCN -> HCNH+ + NO
HNO+ + HCO -> H2CO+ + NO
HNO+ + HNC -> HCNH+ + NO
HNO+ + NH2 -> NH3+ + NO
HNO+ + H2CO -> H3CO+ + NO
HNO+ + NH3 -> NH4+ + NO
HNO+ + CH4 -> CH5+ + NO
HNSI+ + CO -> HCO+ + SIN
HNSI+ + H2 -> SINH2+ + H
HNSI+ + H2O -> H3O+ + SIN
HOC+ + CO -> HCO+ + CO
HOC+ + H2 -> HCO+ + H2
HOC+ + N2 -> N2H+ + CO
HPO+ + H2O -> H3O+ + PO
N2H+ + C -> CH+ + N2
N2H+ + S -> HS+ + N2
N2H+ + C2 -> C2H+ + N2
N2H+ + CH -> CH2+ + N2
N2H+ + CO -> HCO+ + N2
N2H+ + NH -> NH2+ + N2
N2H+ + OH -> H2O+ + N2
N2H+ + C2H -> C2H2+ + N2
N2H+ + CH2 -> CH3+ + N2
N2H+ + CO2 -> HCO2+ + N2
N2H+ + H2O -> H3O+ + N2
N2H+ + HCN -> HCNH+ + N2
N2H+ + HCO -> H2CO+ + N2
N2H+ + HNC -> HCNH+ + N2
N2H+ + NH2 -> NH3+ + N2
N2H+ + C2H2 -> C2H3+ + N2
N2H+ + H2CO -> H3CO+ + N2
N2H+ + NH3 -> NH4+ + N2
N2H+ + CH4 -> CH5+ + N2
N2H+ + HCNC2 -> HC2NCH+ + N2
N2H+ + HC2NC -> HC2NCH+ + N2
N2H+ + HC3N -> C3H2N+ + N2
N2H+ + HNC3 -> C3H2N+ + N2
N2H+ + NH2CHO -> NH2CH2O+ + N2
N2H+ + C6H6 -> C6H7+ + N2
NAH2+ + H2O -> NAH2O+ + H2
NH2+ + N -> N2H+ + H
NH2+ + O -> HNO+ + H
NH2+ + S -> S+ + NH2
NH2+ + S -> HS+ + NH
NH2+ + S -> HNS+ + H
NH2+ + C2 -> C2H+ + NH
NH2+ + CH -> CH+ + NH2
NH2+ + CH -> CH2+ + NH
NH2+ + CN -> HCNH+ + N
NH2+ + CN -> H2NC+ + N
NH2+ + H2 -> NH3+ + H
NH2+ + NH -> NH3+ + N
NH2+ + NO -> NO+ + NH2
NH2+ + O2 -> HNO+ + OH
NH2+ + O2 -> H2NO+ + O
NH2+ + C2H -> C2H2+ + NH
NH2+ + CH2 -> CH2+ + NH2
NH2+ + CH2 -> CH3+ + NH
NH2+ + H2O -> H3O+ + NH
NH2+ + H2O -> NH3+ + OH
NH2+ + H2O -> NH4+ + O
NH2+ + H2S -> HS+ + NH3
NH2+ + H2S -> H2S+ + NH2
NH2+ + H2S -> H3S+ + NH
NH2+ + H2S -> NH3+ + HS
NH2+ + H2S -> NH4+ + S
NH2+ + HCN -> HCNH+ + NH
NH2+ + HCO -> HCO+ + NH2
NH2+ + HNC -> HCNH+ + NH
NH2+ + NH2 -> NH3+ + NH
NH2+ + H2CO -> NH3+ + HCO
NH2+ + H2CO -> H3CO+ + NH
NH2+ + NH3 -> NH3+ + NH2
NH2+ + NH3 -> NH4+ + NH
NO2+ + H -> NO+ + OH
NO2+ + H2 -> NO+ + H2O
O2H+ + C -> CH+ + O2
O2H+ + N -> NO2+ + H
O2H+ + O -> OH+ + O2
O2H+ + S -> HS+ + O2
O2H+ + C2 -> C2H+ + O2
O2H+ + CH -> CH2+ + O2
O2H+ + CN -> HCN+ + O2
O2H+ + CO -> HCO+ + O2
O2H+ + H2 -> H3+ + O2
O2H+ + N2 -> N2H+ + O2
O2H+ + NH -> NH2+ + O2
O2H+ + NO -> HNO+ + O2
O2H+ + OH -> H2O+ + O2
O2H+ + C2H -> C2H2+ + O2
O2H+ + CH2 -> CH3+ + O2
O2H+ + CO2 -> HCO2+ + O2
O2H+ + H2O -> H3O+ + O2
O2H+ + HCN -> HCNH+ + O2
O2H+ + HCO -> H2CO+ + O2
O2H+ + HNC -> HCNH+ + O2
O2H+ + NH2 -> NH3+ + O2
O2H+ + H2CO -> H3CO+ + O2
O2H+ + NH3 -> NH4+ + O2
OCS+ + NH3 -> NH3+ + OCS
PH2+ + C2H2 -> PC2H2+ + H2
PH2+ + C2H4 -> PCH2+ + CH4
PH2+ + C2H4 -> PC2H4+ + H2
S2H+ + H2 -> H3S2+
S2H+ + H2S -> H3S+ + S2
SIC2+ + H2 -> SIC2H+ + H
SIH2+ + C -> CHSI+ + H
SIH2+ + N -> HNSI+ + H
SIH2+ + O -> HSIO+ + H
